,medicine,f1-score,precision,recall,TP,FP,TN,FN
0,麻黃,0.9345794392523364,0.9433962264150944,0.9259259259259259,100,6,523,8
1,桂枝,0.9721706864564007,0.9776119402985075,0.966789667896679,262,6,360,9
2,荊芥,0.888888888888889,1.0,0.8,16,0,617,4
3,防風,0.911764705882353,1.0,0.8378378378378378,31,0,600,6
4,細辛,0.9777777777777779,0.9943502824858758,0.9617486338797814,176,1,453,7
5,白芷,0.923076923076923,1.0,0.8571428571428571,6,0,630,1
6,生薑,0.9526462395543176,0.9661016949152542,0.9395604395604396,171,6,449,11
7,辛夷,0.9285714285714286,1.0,0.8666666666666667,26,0,607,4
8,葛根,0.8,0.8333333333333334,0.7692307692307693,10,2,622,3
9,升麻,1.0,1.0,1.0,8,0,629,0
10,柴胡,0.9781021897810219,0.9757281553398058,0.9804878048780488,201,5,427,4
11,蟬蛻,0.9655172413793104,1.0,0.9333333333333333,14,0,622,1
12,石膏,0.9570552147239264,0.9873417721518988,0.9285714285714286,78,1,552,6
13,知母,0.970873786407767,0.9803921568627451,0.9615384615384616,100,2,531,4
14,梔子,0.9787234042553191,1.0,0.9583333333333334,46,0,589,2
15,天花粉,1.0,1.0,1.0,13,0,624,0
16,夏枯草,0.9333333333333333,1.0,0.875,7,0,629,1
17,決明子,0.8750000000000001,1.0,0.7777777777777778,7,0,628,2
18,生地,0.9787234042553192,0.9857142857142858,0.971830985915493,69,1,565,2
19,牡丹皮,1.0,1.0,1.0,7,0,630,0
20,連翹,0.9642857142857143,0.9642857142857143,0.9642857142857143,27,1,608,1
21,射干,0.9696969696969697,1.0,0.9411764705882353,16,0,620,1
22,黃連,0.9857142857142858,0.9857142857142858,0.9857142857142858,138,2,495,2
23,黃芩,0.9900990099009901,0.9920634920634921,0.9881422924901185,250,2,382,3
24,黃柏,0.9647058823529412,1.0,0.9318181818181818,41,0,593,3
25,龍膽草,0.9759036144578312,0.9878048780487805,0.9642857142857143,81,1,552,3
26,大黃,0.9626168224299065,1.0,0.9279279279279279,103,0,526,8
27,芒硝,0.9767441860465116,0.9767441860465116,0.9767441860465116,42,1,593,1
28,防己,0.98989898989899,1.0,0.98,49,0,587,1
29,秦艽,0.8571428571428571,1.0,0.75,3,0,633,1
30,絡石藤,0.8333333333333333,1.0,0.7142857142857143,5,0,630,2
31,蒼朮,0.9411764705882353,1.0,0.8888888888888888,40,0,592,5
32,草果,0.5,1.0,0.3333333333333333,2,0,631,4
33,茯苓,0.9707317073170733,0.9851485148514851,0.9567307692307693,199,3,426,9
34,豬苓,0.9344262295081968,0.9661016949152542,0.9047619047619048,57,2,572,6
35,薏苡仁,0.6666666666666666,0.8,0.5714285714285714,4,1,629,3
36,海金砂,0.7499999999999999,1.0,0.6,3,0,632,2
37,澤瀉,0.9775784753363229,0.990909090909091,0.9646017699115044,218,2,409,8
38,車前子,1.0,1.0,1.0,5,0,632,0
39,滑石,0.8837209302325582,0.9047619047619048,0.8636363636363636,19,2,613,3
40,木通,1.0,1.0,1.0,53,0,584,0
41,通草,1.0,1.0,1.0,3,0,634,0
42,赤小豆,0.9523809523809523,1.0,0.9090909090909091,10,0,626,1
43,燈心草,0.9090909090909091,1.0,0.8333333333333334,5,0,631,1
44,乾薑,0.9852941176470589,0.9925925925925926,0.9781021897810219,134,1,499,3
45,附子,0.9773584905660377,0.9885496183206107,0.9664179104477612,259,3,366,9
46,吳茱萸,1.0,1.0,1.0,61,0,576,0
47,枳實,0.9555555555555556,1.0,0.9148936170212766,86,0,543,8
48,烏藥,0.9565217391304348,1.0,0.9166666666666666,77,0,553,7
49,厚朴,0.9318181818181819,1.0,0.8723404255319149,82,0,543,12
50,大腹皮,0.6666666666666666,1.0,0.5,3,0,631,3
51,青皮,0.4,1.0,0.25,3,0,625,9
52,薤白,0.5555555555555556,1.0,0.38461538461538464,5,0,624,8
53,麥芽,0.9493670886075949,1.0,0.9036144578313253,75,0,554,8
54,側柏葉,0.8518518518518519,1.0,0.7419354838709677,23,0,606,8
55,槐花,0.15384615384615385,1.0,0.08333333333333333,1,0,625,11
56,三七,0.0,0.0,0.0,0,0,629,8
57,茜草,0.989795918367347,1.0,0.9797979797979798,97,0,538,2
58,川芎,0.9616519174041298,0.9819277108433735,0.9421965317919075,163,3,461,10
59,乳香,0.8,1.0,0.6666666666666666,6,0,628,3
60,延胡索,0.8571428571428571,1.0,0.75,6,0,629,2
61,鬱金,0.9723756906077348,0.9777777777777777,0.967032967032967,88,2,544,3
62,紅花,0.2857142857142857,1.0,0.16666666666666666,1,0,631,5
63,桃仁,0.9459459459459459,0.9459459459459459,0.9459459459459459,35,2,598,2
64,牛膝,0.9787234042553191,1.0,0.9583333333333334,23,0,613,1
65,半夏,0.962457337883959,1.0,0.9276315789473685,141,0,485,11
66,白附子,0.9047619047619047,1.0,0.8260869565217391,19,0,614,4
67,桔梗,0.9491525423728815,0.9655172413793104,0.9333333333333333,28,1,606,2
68,旋覆花,0.9902912621359222,0.9807692307692307,1.0,51,1,585,0
69,瓜蔞,0.8421052631578948,1.0,0.7272727272727273,8,0,626,3
70,海藻,0.975609756097561,0.9523809523809523,1.0,20,1,616,0
71,杏仁,0.9538461538461539,1.0,0.9117647058823529,62,0,569,6
72,紫菀,0.9473684210526316,1.0,0.9,9,0,627,1
73,龍骨,0.975,1.0,0.9512195121951219,39,0,596,2
74,牡蠣,0.9765258215962441,1.0,0.9541284403669725,104,0,528,5
75,酸棗仁,0.8292682926829268,1.0,0.7083333333333334,17,0,613,7
76,遠志,0.9508196721311475,1.0,0.90625,29,0,605,3
77,小麥,0.625,1.0,0.45454545454545453,5,0,626,6
78,代赭石,0.9666666666666666,1.0,0.9354838709677419,58,0,575,4
79,黃耆,0.958904109589041,1.0,0.9210526315789473,35,0,599,3
80,白朮,0.9570200573065902,0.9766081871345029,0.9382022471910112,167,4,455,11
81,大棗,0.952076677316294,0.9933333333333333,0.9141104294478528,149,1,473,14
82,甘草,0.9686609686609687,0.9970674486803519,0.9418282548476454,340,1,275,21
83,巴戟天,1.0,1.0,1.0,23,0,614,0
84,補骨脂,0.9935483870967742,1.0,0.9871794871794872,154,0,481,2
85,益智仁,1.0,1.0,1.0,6,0,631,0
86,陽起石,0.9743589743589743,1.0,0.95,38,0,597,2
87,續斷,1.0,1.0,1.0,11,0,626,0
88,杜仲,0.9285714285714286,1.0,0.8666666666666667,13,0,622,2
89,何首烏,0.9032258064516129,1.0,0.8235294117647058,14,0,620,3
90,當歸,0.9904306220095694,1.0,0.981042654028436,207,0,426,4
91,白芍,0.9765990639625585,0.9936507936507937,0.9601226993865031,313,2,309,13
92,阿膠,0.9815950920245399,1.0,0.963855421686747,80,0,554,3
93,西洋參,0.0,0.0,0.0,0,0,632,5
94,龜板,0.9811320754716981,1.0,0.9629629629629629,26,0,610,1
95,鱉甲,1.0,1.0,1.0,36,0,601,0
96,山茱萸,0.8571428571428571,1.0,0.75,9,0,625,3
97,覆盆子,1.0,1.0,1.0,7,0,630,0
98,五味子,0.878048780487805,1.0,0.782608695652174,18,0,614,5
99,烏梅,0.7777777777777778,0.7777777777777778,0.7777777777777778,7,2,626,2
100,五倍子,0.4615384615384615,1.0,0.3,3,0,627,7
101,炙甘草,0.9689608636977058,0.9972222222222222,0.9422572178477691,359,1,255,22
102,overall,0.9622669211569519,0.98913371566556,0.9368210405946255,6554,72,57906,442
