,medicine,f1-score,precision,recall,TP,FP,TN,FN
0,麻黃,0.9365853658536585,0.9896907216494846,0.8888888888888888,96,1,528,12
1,桂枝,0.9716446124763705,0.9961240310077519,0.948339483394834,257,1,365,14
2,荊芥,0.8947368421052632,0.9444444444444444,0.85,17,1,616,3
3,防風,0.9166666666666667,0.9428571428571428,0.8918918918918919,33,2,598,4
4,細辛,0.9776536312849162,1.0,0.9562841530054644,175,0,454,8
5,白芷,0.923076923076923,1.0,0.8571428571428571,6,0,630,1
6,生薑,0.9521126760563381,0.976878612716763,0.9285714285714286,169,4,451,13
7,辛夷,0.9473684210526316,1.0,0.9,27,0,607,3
8,葛根,0.8,0.8333333333333334,0.7692307692307693,10,2,622,3
9,升麻,1.0,1.0,1.0,8,0,629,0
10,柴胡,0.9828009828009828,0.9900990099009901,0.975609756097561,200,2,430,5
11,蟬蛻,0.9655172413793104,1.0,0.9333333333333333,14,0,622,1
12,石膏,0.9565217391304348,1.0,0.9166666666666666,77,0,553,7
13,知母,0.9702970297029703,1.0,0.9423076923076923,98,0,533,6
14,梔子,0.9791666666666666,0.9791666666666666,0.9791666666666666,47,1,588,1
15,天花粉,1.0,1.0,1.0,13,0,624,0
16,夏枯草,0.9333333333333333,1.0,0.875,7,0,629,1
17,決明子,0.8750000000000001,1.0,0.7777777777777778,7,0,628,2
18,生地,0.9787234042553192,0.9857142857142858,0.971830985915493,69,1,565,2
19,牡丹皮,1.0,1.0,1.0,7,0,630,0
20,連翹,0.9642857142857143,0.9642857142857143,0.9642857142857143,27,1,608,1
21,射干,0.9696969696969697,1.0,0.9411764705882353,16,0,620,1
22,黃連,0.9891696750902527,1.0,0.9785714285714285,137,0,497,3
23,黃芩,0.9900990099009901,0.9920634920634921,0.9881422924901185,250,2,382,3
24,黃柏,0.9647058823529412,1.0,0.9318181818181818,41,0,593,3
25,龍膽草,0.9759036144578312,0.9878048780487805,0.9642857142857143,81,1,552,3
26,大黃,0.962962962962963,0.9904761904761905,0.9369369369369369,104,1,525,7
27,芒硝,0.9767441860465116,0.9767441860465116,0.9767441860465116,42,1,593,1
28,防己,0.98989898989899,1.0,0.98,49,0,587,1
29,秦艽,0.8571428571428571,1.0,0.75,3,0,633,1
30,絡石藤,1.0,1.0,1.0,7,0,630,0
31,蒼朮,0.9534883720930233,1.0,0.9111111111111111,41,0,592,4
32,草果,1.0,1.0,1.0,6,0,631,0
33,茯苓,0.9705882352941176,0.99,0.9519230769230769,198,2,427,10
34,豬苓,0.9421487603305785,0.9827586206896551,0.9047619047619048,57,1,573,6
35,薏苡仁,0.8333333333333333,1.0,0.7142857142857143,5,0,630,2
36,海金砂,1.0,1.0,1.0,5,0,632,0
37,澤瀉,0.9773755656108597,1.0,0.9557522123893806,216,0,411,10
38,車前子,1.0,1.0,1.0,5,0,632,0
39,滑石,0.9047619047619048,0.95,0.8636363636363636,19,1,614,3
40,木通,1.0,1.0,1.0,53,0,584,0
41,通草,1.0,1.0,1.0,3,0,634,0
42,赤小豆,1.0,1.0,1.0,11,0,626,0
43,燈心草,0.9090909090909091,1.0,0.8333333333333334,5,0,631,1
44,乾薑,0.9851851851851852,1.0,0.9708029197080292,133,0,500,4
45,附子,0.9770992366412213,1.0,0.9552238805970149,256,0,369,12
46,吳茱萸,1.0,1.0,1.0,61,0,576,0
47,枳實,0.9837837837837838,1.0,0.9680851063829787,91,0,543,3
48,烏藥,0.9940119760479043,1.0,0.9880952380952381,83,0,553,1
49,厚朴,0.9613259668508287,1.0,0.925531914893617,87,0,543,7
50,大腹皮,0.9090909090909091,1.0,0.8333333333333334,5,0,631,1
51,青皮,0.9565217391304348,1.0,0.9166666666666666,11,0,625,1
52,薤白,1.0,1.0,1.0,13,0,624,0
53,麥芽,0.9634146341463414,0.9753086419753086,0.9518072289156626,79,2,552,4
54,側柏葉,1.0,1.0,1.0,31,0,606,0
55,槐花,1.0,1.0,1.0,12,0,625,0
56,三七,1.0,1.0,1.0,8,0,629,0
57,茜草,0.9949238578680203,1.0,0.98989898989899,98,0,538,1
58,川芎,0.9671641791044775,1.0,0.9364161849710982,162,0,464,11
59,乳香,1.0,1.0,1.0,9,0,628,0
60,延胡索,0.9333333333333333,1.0,0.875,7,0,629,1
