,medicine,f1-score,precision,recall,TP,FP,TN,FN
32,草果,1.0,1.0,1.0,6,0,631,0
33,茯苓,0.970873786407767,0.9803921568627451,0.9615384615384616,200,4,425,8
34,豬苓,0.7974683544303798,0.6631578947368421,1.0,63,32,542,0
35,薏苡仁,0.30434782608695654,0.1794871794871795,1.0,7,32,598,0
36,海金砂,1.0,1.0,1.0,5,0,632,0
37,澤瀉,0.9775784753363229,0.990909090909091,0.9646017699115044,218,2,409,8
38,車前子,1.0,1.0,1.0,5,0,632,0
39,滑石,0.5714285714285715,0.4,1.0,22,33,582,0
40,木通,1.0,1.0,1.0,53,0,584,0
41,通草,1.0,1.0,1.0,3,0,634,0
42,赤小豆,1.0,1.0,1.0,11,0,626,0
43,燈心草,0.27906976744186046,0.16216216216216217,1.0,6,31,600,0
44,乾薑,0.9782608695652174,0.9712230215827338,0.9854014598540146,135,4,496,2
45,附子,0.9775280898876405,0.981203007518797,0.9738805970149254,261,5,364,7
46,吳茱萸,1.0,1.0,1.0,61,0,576,0
47,枳實,0.9837837837837838,1.0,0.9680851063829787,91,0,543,3
48,烏藥,0.9940119760479043,1.0,0.9880952380952381,83,0,553,1
49,厚朴,0.9625668449197862,0.967741935483871,0.9574468085106383,90,3,540,4
50,大腹皮,0.27906976744186046,0.16216216216216217,1.0,6,31,600,0
51,青皮,0.923076923076923,0.8571428571428571,1.0,12,2,623,0
52,薤白,1.0,1.0,1.0,13,0,624,0
53,麥芽,0.8426395939086295,0.7280701754385965,1.0,83,31,523,0
54,側柏葉,1.0,1.0,1.0,31,0,606,0
55,槐花,0.9600000000000001,0.9230769230769231,1.0,12,1,624,0
56,三七,1.0,1.0,1.0,8,0,629,0
57,茜草,0.9849246231155778,0.98,0.98989898989899,98,2,536,1
58,川芎,0.9597701149425287,0.9542857142857143,0.9653179190751445,167,8,456,6
59,乳香,1.0,1.0,1.0,9,0,628,0
60,延胡索,0.9411764705882353,0.8888888888888888,1.0,8,1,628,0
61,鬱金,0.9137055837563451,0.8490566037735849,0.989010989010989,90,16,530,1
62,紅花,1.0,1.0,1.0,6,0,631,0
63,桃仁,0.9135802469135803,0.8409090909090909,1.0,37,7,593,0
64,牛膝,0.9387755102040817,0.92,0.9583333333333334,23,2,611,1
65,半夏,0.935897435897436,0.9125,0.9605263157894737,146,14,471,6
66,白附子,0.8979591836734695,0.8461538461538461,0.9565217391304348,22,4,610,1
67,桔梗,0.923076923076923,0.8571428571428571,1.0,30,5,602,0
68,旋覆花,0.9532710280373832,0.9107142857142857,1.0,51,5,581,0
69,瓜蔞,0.7857142857142858,0.6470588235294118,1.0,11,6,620,0
70,海藻,0.9090909090909091,0.8333333333333334,1.0,20,4,613,0
71,杏仁,0.9219858156028369,0.8904109589041096,0.9558823529411765,65,8,561,3
72,紫菀,0.6428571428571429,0.5,0.9,9,9,618,1
73,龍骨,0.2456140350877193,0.4375,0.17073170731707318,7,9,587,34
74,牡蠣,0.6306306306306306,0.46875,0.963302752293578,105,119,409,4
75,酸棗仁,0.6399999999999999,0.47058823529411764,1.0,24,27,586,0
76,遠志,0.5714285714285715,0.6666666666666666,0.5,16,8,597,16
77,小麥,0.36000000000000004,0.23076923076923078,0.8181818181818182,9,30,596,2
78,代赭石,0.17739628040057226,0.09733124018838304,1.0,62,575,0,0
79,黃耆,0.0,0.0,0.0,0,3,596,38
80,白朮,0.6832740213523132,0.9320388349514563,0.5393258426966292,96,7,452,82
81,大棗,0.4019607843137255,1.0,0.25153374233128833,41,0,474,122
82,甘草,0.8544303797468354,0.996309963099631,0.7479224376731302,270,1,275,91
83,巴戟天,0.27777777777777773,0.38461538461538464,0.21739130434782608,5,8,606,18
84,補骨脂,0.5560538116591929,0.9253731343283582,0.3974358974358974,62,5,476,94
85,益智仁,0.018662519440124415,0.009419152276295133,1.0,6,631,0,0
86,陽起石,0.2978723404255319,1.0,0.175,7,0,597,33
87,續斷,0.18181818181818182,0.18181818181818182,0.18181818181818182,2,9,617,9
88,杜仲,0.28571428571428575,0.5,0.2,3,3,619,12
89,何首烏,0.3333333333333333,0.5714285714285714,0.23529411764705882,4,3,617,13
90,當歸,0.7873563218390804,1.0,0.6492890995260664,137,0,426,74
91,白芍,0.7783985102420856,0.990521327014218,0.6411042944785276,209,2,309,117
92,阿膠,0.6764705882352942,0.8679245283018868,0.5542168674698795,46,7,547,37
93,西洋參,0.15384615384615385,0.125,0.2,1,7,625,4
94,龜板,0.23529411764705882,0.5714285714285714,0.14814814814814814,4,3,607,23
95,鱉甲,0.10698365527488857,0.0565149136577708,1.0,36,601,0,0
96,山茱萸,0.3333333333333333,0.5,0.25,3,3,622,9
97,覆盆子,0.0,0.0,0.0,0,6,624,7
98,五味子,0.08333333333333333,1.0,0.043478260869565216,1,0,614,22
99,烏梅,0.027863777089783284,0.0141287284144427,1.0,9,628,0,0
100,五倍子,0.4615384615384615,1.0,0.3,3,0,627,7
101,炙甘草,0.8714918759231906,0.9966216216216216,0.7742782152230971,295,1,255,86
102,overall,0.7258715596330276,0.6343810134701732,0.8481989708404802,5934,3420,54558,1062
