,medicine,f1-score,precision,recall,TP,FP,TN,FN
0,麻黃,0.9345794392523364,0.9433962264150944,0.9259259259259259,100,6,523,8
1,桂枝,0.9717514124293786,0.9923076923076923,0.9520295202952029,258,2,364,13
2,荊芥,0.888888888888889,1.0,0.8,16,0,617,4
3,防風,0.911764705882353,1.0,0.8378378378378378,31,0,600,6
4,細辛,0.9776536312849162,1.0,0.9562841530054644,175,0,454,8
5,白芷,0.923076923076923,1.0,0.8571428571428571,6,0,630,1
6,生薑,0.9526462395543176,0.9661016949152542,0.9395604395604396,171,6,449,11
7,辛夷,0.9473684210526316,1.0,0.9,27,0,607,3
8,葛根,0.7000000000000001,1.0,0.5384615384615384,7,0,624,6
9,升麻,1.0,1.0,1.0,8,0,629,0
10,柴胡,0.9826302729528535,1.0,0.9658536585365853,198,0,432,7
11,蟬蛻,0.9655172413793104,1.0,0.9333333333333333,14,0,622,1
12,石膏,0.9565217391304348,1.0,0.9166666666666666,77,0,553,7
13,知母,0.9705882352941176,0.99,0.9519230769230769,99,1,532,5
14,梔子,0.7368421052631579,1.0,0.5833333333333334,28,0,589,20
15,天花粉,1.0,1.0,1.0,13,0,624,0
16,夏枯草,0.9333333333333333,1.0,0.875,7,0,629,1
17,決明子,0.8750000000000001,1.0,0.7777777777777778,7,0,628,2
18,生地,0.9784172661870503,1.0,0.9577464788732394,68,0,566,3
19,牡丹皮,0.7272727272727273,1.0,0.5714285714285714,4,0,630,3
20,連翹,0.923076923076923,1.0,0.8571428571428571,24,0,609,4
21,射干,0.7857142857142858,1.0,0.6470588235294118,11,0,620,6
22,黃連,0.9818181818181818,1.0,0.9642857142857143,135,0,497,5
23,黃芩,0.9900596421471173,0.996,0.9841897233201581,249,1,383,4
24,黃柏,0.9523809523809523,1.0,0.9090909090909091,40,0,593,4
25,龍膽草,0.9500000000000001,1.0,0.9047619047619048,76,0,553,8
26,大黃,0.9383886255924171,0.99,0.8918918918918919,99,1,525,12
27,芒硝,0.9397590361445783,0.975,0.9069767441860465,39,1,593,4
28,防己,0.8235294117647058,1.0,0.7,35,0,587,15
29,秦艽,0.0,0.0,0.0,0,0,633,4
30,絡石藤,0.0,0.0,0.0,0,0,630,7
31,蒼朮,0.0,0.0,0.0,0,0,592,45
32,草果,0.0,0.0,0.0,0,0,631,6
33,茯苓,0.9705882352941176,0.99,0.9519230769230769,198,2,427,10
34,豬苓,0.9333333333333333,0.9824561403508771,0.8888888888888888,56,1,573,7
35,薏苡仁,0.25,1.0,0.14285714285714285,1,0,630,6
36,海金砂,0.33333333333333337,1.0,0.2,1,0,632,4
37,澤瀉,0.9706546275395034,0.9907834101382489,0.9513274336283186,215,2,409,11
38,車前子,0.888888888888889,1.0,0.8,4,0,632,1
39,滑石,0.7777777777777778,1.0,0.6363636363636364,14,0,615,8
40,木通,0.0,0.0,0.0,0,0,584,53
41,通草,0.0,0.0,0.0,0,0,634,3
42,赤小豆,0.16666666666666669,1.0,0.09090909090909091,1,0,626,10
43,燈心草,0.8,1.0,0.6666666666666666,4,0,631,2
44,乾薑,0.981549815498155,0.9925373134328358,0.9708029197080292,133,1,499,4
45,附子,0.9774436090225564,0.9848484848484849,0.9701492537313433,260,4,365,8
46,吳茱萸,0.912280701754386,0.9811320754716981,0.8524590163934426,52,1,575,9
47,枳實,0.9132947976878613,1.0,0.8404255319148937,79,0,543,15
48,烏藥,0.11235955056179775,1.0,0.05952380952380952,5,0,553,79
49,厚朴,0.9438202247191011,1.0,0.8936170212765957,84,0,543,10
50,大腹皮,0.5,1.0,0.3333333333333333,2,0,631,4
51,青皮,0.0,0.0,0.0,0,0,625,12
52,薤白,0.2666666666666667,1.0,0.15384615384615385,2,0,624,11
53,麥芽,0.9375,0.974025974025974,0.9036144578313253,75,2,552,8
54,側柏葉,0.41025641025641024,1.0,0.25806451612903225,8,0,606,23
55,槐花,0.15384615384615385,1.0,0.08333333333333333,1,0,625,11
56,三七,0.2222222222222222,1.0,0.125,1,0,629,7
57,茜草,0.979381443298969,1.0,0.9595959595959596,95,0,538,4
58,川芎,0.9651162790697674,0.9707602339181286,0.9595375722543352,166,5,459,7
59,乳香,0.8750000000000001,1.0,0.7777777777777778,7,0,628,2
60,延胡索,0.5,0.75,0.375,3,1,628,5
61,鬱金,0.978021978021978,0.978021978021978,0.978021978021978,89,2,544,2
62,紅花,1.0,1.0,1.0,6,0,631,0
